Drug_ID,Protein_ID
DB06190,155
DB06262,155
DB08807,155
DB08808,155
DB08893,155
DB14895,155
DB00091,5478
DB00172,5478
DB01742,5478
DB02419,5478
DB03393,5478
DB09130,5478
DB11638,5478
DB00364,2247
DB00686,2247
DB00877,2247
DB03935,2247
DB03959,2247
DB03981,2247
DB05434,2247
DB04707,6093
DB07876,6093
DB08162,6093
DB08756,6093
DB13165,6093
DB13931,6093
DB01593,3827
DB09130,3827
DB14487,3827
DB14533,3827
DB00415,6564
DB00417,6564
DB00493,6564
DB00713,6564
DB01053,6564
DB01212,6564
DB03793,6564
DB09213,6564
DB01254,1432
DB01761,1432
DB01807,1432
DB01948,1432
DB01953,1432
DB01988,1432
DB02195,1432
DB02277,1432
DB02352,1432
DB02873,1432
DB02984,1432
DB03044,1432
DB03110,1432
DB03980,1432
DB04338,1432
DB04632,1432
DB04797,1432
DB05412,1432
DB05470,1432
DB06518,1432
DB06882,1432
DB06940,1432
DB06991,1432
DB07138,1432
DB07307,1432
DB07459,1432
DB07607,1432
DB07811,1432
DB07829,1432
DB07832,1432
DB07833,1432
DB07834,1432
DB07835,1432
DB07941,1432
DB07942,1432
DB07943,1432
DB08064,1432
DB08068,1432
DB08091,1432
DB08092,1432
DB08093,1432
DB08095,1432
DB08096,1432
DB08097,1432
DB08242,1432
DB08349,1432
DB08351,1432
DB08352,1432
DB08395,1432
DB08423,1432
DB08424,1432
DB08521,1432
DB08522,1432
DB08730,1432
DB12010,1432
DB07022,2160
DB07023,2160
DB07071,2160
DB07074,2160
DB07077,2160
DB07212,2160
DB07299,2160
DB07887,2160
DB14533,2160
DB00132,7442
DB00159,7442
DB00168,7442
DB00193,7442
DB00316,7442
DB01744,7442
DB02955,7442
DB06515,7442
DB06774,7442
DB09061,7442
DB09120,7442
DB09288,7442
DB11324,7442
DB11345,7442
DB14011,7442
DB14050,7442
DB00831,7134
DB00922,7134
DB01023,7134
DB01244,7134
DB01373,7134
DB01375,7134
DB03944,7134
DB04513,7134
DB01050,2811
DB09213,2811
DB02556,1392
DB02952,1392
DB00945,595
DB01169,595
DB11718,595
DB11752,595
DB00289,3760
DB00898,3760
DB01159,3760
DB02451,3760
DB04855,3760
DB08954,3760
DB00852,3558
DB01327,3558
DB02555,3558
DB02581,3558
DB03372,3558
DB03453,3558
DB03455,3558
DB03957,3558
DB04278,3558
DB06083,3558
DB00898,3763
DB01159,3763
DB08954,3763
DB11633,3763
DB00171,5243
DB00603,5243
DB00778,5243
DB00813,5243
DB04877,5243
DB04881,5243
DB04905,5243
DB06191,5243
DB06240,5243
DB09031,5243
DB14061,5243
DB14062,5243
DB14063,5243
DB14064,5243
DB14065,5243
DB14066,5243
DB14067,5243
DB14068,5243
DB14069,5243
DB14070,5243
DB14071,5243
DB14072,5243
DB02659,2235
DB04315,7052
DB11254,7052
DB03297,1215
DB03814,1215
DB04016,1215
DB07680,1215
DB00321,4914
DB00619,4914
DB08896,4914
DB11986,4914
DB12010,4914
DB14723,4914
DB00210,3725
DB00570,3725
DB01029,3725
DB01169,3725
DB05785,3725
DB01241,11309
DB05521,11309
DB00182,134864
DB01255,134864
DB01576,134864
DB01577,134864
DB06714,134864
DB15665,134864
DB00428,6514
DB00533,2006
DB01055,6347
DB01406,6347
DB00843,3553
DB01017,3553
DB05260,3553
DB05412,3553
DB05442,3553
DB05470,3553
DB05767,3553
DB11967,3553
DB12140,3553
DB00128,6505
DB00142,6505
DB02377,2643
DB02379,2645
DB07358,2645
DB07359,2645
DB08118,2645
DB08210,2645
DB02709,6513
DB03109,1118
DB03539,1118
DB03632,1118
DB04350,1118
DB04404,1118
DB01593,183
DB09130,183
DB12548,183
DB14487,183
DB00605,5595
DB01169,5595
DB02733,5595
DB04604,5595
DB06195,5595
DB13930,5595
DB01497,10206
DB01548,10206
DB01565,10206
DB01356,2932
DB01772,2932
DB01793,2932
DB01950,2932
DB02010,2932
DB02052,2932
DB03444,2932
DB04014,2932
DB04395,2932
DB07014,2932
DB07058,2932
DB07149,2932
DB07584,2932
DB07585,2932
DB07676,2932
DB07812,2932
DB07859,2932
DB07947,2932
DB08073,2932
DB12010,2932
DB12129,2932
DB14507,2932
DB14508,2932
DB14509,2932
DB00493,9356
DB01032,9356
DB01212,9356
DB04851,9429
DB11995,9429
DB01593,7448
DB09130,7448
DB14487,7448
DB14533,7448
DB00171,1244
DB01138,1244
DB02779,5781
DB01888,1017
DB02010,1017
DB02052,1017
DB02091,1017
DB02116,1017
DB02197,1017
DB02297,1017
DB02407,1017
DB02538,1017
DB02603,1017
DB02647,1017
DB02733,1017
DB02833,1017
DB02898,1017
DB02915,1017
DB02950,1017
DB02963,1017
DB02973,1017
DB03019,1017
DB03307,1017
DB03365,1017
DB03428,1017
DB03490,1017
DB03496,1017
DB03583,1017
DB03663,1017
DB03737,1017
DB03801,1017
DB04006,1017
DB04101,1017
DB04186,1017
DB04288,1017
DB04407,1017
DB04518,1017
DB04607,1017
DB04662,1017
DB04669,1017
DB06195,1017
DB06616,1017
DB06844,1017
DB06888,1017
DB06944,1017
DB06948,1017
DB06976,1017
DB06983,1017
DB07024,1017
DB07054,1017
DB07065,1017
DB07126,1017
DB07137,1017
DB07163,1017
DB07164,1017
DB07179,1017
DB07203,1017
DB07210,1017
DB07220,1017
DB07431,1017
DB07471,1017
DB07493,1017
DB07501,1017
DB07504,1017
DB07529,1017
DB07531,1017
DB07533,1017
DB07534,1017
DB07538,1017
DB07539,1017
DB07540,1017
DB07562,1017
DB07595,1017
DB07606,1017
DB07612,1017
DB07618,1017
DB07622,1017
DB07685,1017
DB07686,1017
DB07687,1017
DB07688,1017
DB07731,1017
DB07750,1017
DB07751,1017
DB07755,1017
DB07761,1017
DB07790,1017
DB07791,1017
DB07852,1017
DB07889,1017
DB07936,1017
DB07982,1017
DB08066,1017
DB08094,1017
DB08122,1017
DB08123,1017
DB08124,1017
DB08125,1017
DB08126,1017
DB08132,1017
DB08133,1017
DB08134,1017
DB08135,1017
DB08136,1017
DB08137,1017
DB08138,1017
DB08139,1017
DB08140,1017
DB08141,1017
DB08142,1017
DB08178,1017
DB08182,1017
DB08218,1017
DB08219,1017
DB08233,1017
DB08241,1017
DB08247,1017
DB08248,1017
DB08285,1017
DB08309,1017
DB08312,1017
DB08355,1017
DB08441,1017
DB08463,1017
DB08527,1017
DB08531,1017
DB08532,1017
DB08533,1017
DB08534,1017
DB08535,1017
DB08536,1017
DB08537,1017
DB08538,1017
DB08539,1017
DB08572,1017
DB08673,1017
DB08677,1017
DB08694,1017
DB08768,1017
DB02393,5207
DB02515,5207
DB02930,5207
DB04137,5207
DB04493,5207
DB01136,6401
DB03721,6401
DB00244,4353
DB00535,4353
DB00583,4353
DB01065,4353
DB04821,4353
DB02210,3265
DB03226,3265
DB04137,3265
DB04315,3265
DB08751,3265
DB01103,8398
DB00973,290
DB06196,290
DB01159,54331
DB01103,5334
DB02052,983
DB02116,983
DB02950,983
DB03428,983
DB03496,983
DB04014,983
DB06195,983
DB08142,983
DB12010,983
DB01631,3934
DB01672,3934
DB01926,3934
DB02710,3934
DB04043,3934
DB04476,3934
DB08818,3383
DB12598,3383
DB00852,4790
DB01041,4790
DB01411,4790
DB05212,4790
DB05767,4790
DB08814,4790
DB00513,5327
DB01088,5327
DB07684,5327
DB09213,5327
DB03085,2539
DB03461,2539
DB05107,2539
DB11638,2539
DB00768,6271
DB01370,3816
DB03127,3816
DB06728,3816
DB12598,3816
DB14517,3816
DB14518,3816
DB00155,23569
DB00207,23569
DB00759,23569
DB01082,23569
DB07449,23569
DB01407,4803
DB09221,4803
DB01136,2697
DB00806,4907
DB01782,5602
DB02388,5602
DB03084,5602
DB03623,5602
DB04395,5602
DB06933,5602
DB07010,5602
DB07217,5602
DB08005,5602
DB08010,5602
DB08011,5602
DB08015,5602
DB08021,5602
DB08023,5602
DB08025,5602
DB08026,5602
DB08555,5602
DB12010,5602
DB00945,3309
DB09130,3309
DB00144,9791
DB01196,4133
DB01229,4133
DB01248,4133
DB03390,55
DB03577,55
DB02379,6441
DB02007,3098
DB02379,3098
DB04395,3098
DB06266,3098
DB00993,5879
DB04315,5879
DB01645,1545
DB02342,1545
DB03467,1545
DB04216,1545
DB06732,1545
DB07776,1545
DB09061,1545
DB14011,1545
DB04178,671
DB08818,960
DB00898,7412
DB01136,7412
DB05399,7412
DB00142,6507
DB00786,4314
DB01877,4314
DB01996,4314
DB02090,4314
DB02350,4314
DB02367,4314
DB02449,4314
DB02697,4314
DB03033,4314
DB03368,4314
DB04140,4314
DB04232,4314
DB04416,4314
DB07390,4314
DB07986,4314
DB07987,4314
DB07988,4314
DB08029,4314
DB08030,4314
DB08271,4314
DB08507,4314
DB08643,4314
DB00143,4056
DB00972,4056
DB01593,348
DB09130,348
DB14487,348
DB14533,348
DB00615,3320
DB00716,3320
DB02359,3320
DB02424,3320
DB02550,3320
DB02754,3320
DB02840,3320
DB03093,3320
DB03137,3320
DB03504,3320
DB03749,3320
DB03809,3320
DB03899,3320
DB04054,3320
DB04216,3320
DB04254,3320
DB04505,3320
DB04588,3320
DB05134,3320
DB06070,3320
DB06956,3320
DB06957,3320
DB06958,3320
DB06961,3320
DB06964,3320
DB06969,3320
DB07100,3320
DB07317,3320
DB07319,3320
DB07324,3320
DB07325,3320
DB07495,3320
DB07502,3320
DB07594,3320
DB07601,3320
DB07877,3320
DB08194,3320
DB08197,3320
DB08436,3320
DB08442,3320
DB08443,3320
DB08557,3320
DB08786,3320
DB08787,3320
DB08788,3320
DB08789,3320
DB09130,3320
DB09221,3320
DB12442,3320
DB02264,3082
DB03959,3082
DB05434,3082
DB12307,3082
DB00825,8989
DB01744,8989
DB09061,8989
DB11148,8989
DB11345,8989
DB11755,8989
DB14011,8989
DB14050,8989
DB00619,780
DB12010,780
DB09130,5345
DB00173,4507
DB02158,4507
DB02281,4507
DB02282,4507
DB02933,4507
DB00204,3768
DB00144,5578
DB00163,5578
DB05013,5578
DB06595,5578
DB06641,5578
DB08846,5578
DB11752,5578
DB14001,5578
DB14002,5578
DB00277,5141
DB00651,5141
DB00824,5141
DB00975,5141
DB01088,5141
DB01303,5141
DB01656,5141
DB01791,5141
DB05219,5141
DB05266,5141
DB06479,5141
DB06751,5141
DB06842,5141
DB08299,5141
DB08811,5141
DB00415,6565
DB00493,6565
DB00713,6565
DB01053,6565
DB00143,2879
DB03507,7132
DB01373,1356
DB01592,1356
DB01593,1356
DB12965,1356
DB14487,1356
DB14488,1356
DB14489,1356
DB14490,1356
DB14491,1356
DB14501,1356
DB14533,1356
DB07227,5229
DB07841,5229
DB08180,5229
DB00281,6335
DB00909,6335
DB06201,6335
DB06218,6335
DB01752,5110
DB00151,4255
DB01593,4255
DB02216,4255
DB04531,4255
DB11831,4255
DB14487,4255
DB14533,4255
DB01597,1800
DB03639,1725
DB01050,7056
DB09213,7056
DB01356,3612
DB03542,3612
DB14507,3612
DB14508,3612
DB14509,3612
DB00205,3074
DB02813,3074
DB03747,3074
DB03861,3074
DB00244,3551
DB00795,3551
DB00945,3551
DB00995,3551
DB01169,3551
DB06151,3551
DB06521,3551
DB12010,3551
DB00451,3690
DB00775,3690
DB02709,3690
DB04863,3690
DB06472,3690
DB15598,3690
DB02628,331
DB04209,331
DB04612,331
DB00183,887
DB03721,6403
DB04327,10544
DB11328,10544
DB00282,836
DB00945,836
DB01017,836
DB03124,836
DB05408,836
DB06255,836
DB06862,836
DB07696,836
DB08213,836
DB08229,836
DB08251,836
DB08497,836
DB08498,836
DB08499,836
DB13751,836
DB00210,7097
DB03963,7097
DB05475,7097
DB00615,7184
DB02103,7184
DB02424,7184
DB02935,7184
DB03719,7184
DB03758,7184
DB08464,7184
DB08465,7184
DB09130,7184
DB00143,27306
DB00755,27306
DB01897,27306
DB07613,27306
DB07614,27306
DB07615,27306
DB07616,27306
DB07917,27306
DB08313,27306
DB08695,27306
DB08790,27306
DB00171,9619
DB01196,4130
DB00591,302
DB11638,302
DB00608,54106
DB01611,54106
DB05475,54106
DB07812,208
DB07859,208
DB07947,208
DB08073,208
DB04009,1528
DB11136,1528
DB14526,1528
DB14527,1528
DB14528,1528
DB14529,1528
DB14530,1528
DB12695,7534
DB01966,5660
DB00284,6476
DB00747,6476
DB00768,6285
DB01373,6285
DB04464,6285
DB05343,6285
DB06941,6285
DB07004,6285
DB11093,6285
DB11348,6285
DB14481,6285
DB07207,2152
DB07247,2152
DB08232,2152
DB09130,5037
DB01593,2335
DB14487,2335
DB14533,2335
DB00786,4317
DB02326,4317
DB02953,4317
DB03207,4317
DB03622,4317
DB03636,4317
DB03880,4317
DB06971,4317
DB07397,4317
DB07713,4317
DB07772,4317
DB07900,4317
DB08028,4317
DB08403,4317
DB08476,4317
DB00626,3416
DB00170,1728
DB00266,1728
DB01927,1728
DB02395,1728
DB02400,1728
DB02633,1728
DB03147,1728
DB03626,1728
DB04090,1728
DB04392,1728
DB07385,1728
DB09061,1728
DB00266,1429
DB03461,1429
DB14011,1429
DB00825,79054
DB01744,79054
DB09061,79054
DB11345,79054
DB11755,79054
DB14011,79054
DB00171,10257
DB00143,2946
DB02458,2946
DB03310,2946
DB04701,2946
DB04315,387
DB01003,6286
DB00659,2915
DB06201,2915
DB12733,2915
DB00482,5170
DB01863,5170
DB01933,5170
DB01946,5170
DB02010,5170
DB03777,5170
DB04522,5170
DB06932,5170
DB07033,5170
DB07132,5170
DB07300,5170
DB07456,5170
DB07457,5170
DB12010,5170
DB00171,1080
DB00887,1080
DB01016,1080
DB01050,1080
DB02587,1080
DB04395,1080
DB04522,1080
DB06266,1080
DB08820,1080
DB09213,1080
DB09280,1080
DB11712,1080
DB15444,1080
DB02292,412
DB02735,412
DB00551,4321
DB00786,4321
DB02118,4321
DB03367,4321
DB03880,4321
DB04405,4321
DB07026,4321
DB07446,4321
DB07556,4321
DB07683,4321
DB07920,4321
DB07921,4321
DB07922,4321
DB08271,4321
DB08599,4321
DB02007,2821
DB02076,2821
DB02093,2821
DB02548,2821
DB03042,2821
DB03581,2821
DB03937,2821
DB04493,2821
DB09130,2821
DB11638,2821
DB01159,6010
DB01646,6010
DB01728,6010
DB02451,6010
DB02482,6010
DB03152,6010
DB03381,6010
DB03796,6010
DB04079,6010
DB04147,6010
DB04233,6010
DB04450,6010
DB04522,6010
DB08901,2264
DB09078,2264
DB12147,2264
DB15102,2264
DB00197,2030
DB00898,2030
DB12010,2030
DB03413,1854
DB04685,1854
DB00768,6283
DB01025,6283
DB01213,847
DB09061,847
DB14011,847
DB01411,3567
DB00171,1457
DB01765,1457
DB02170,1457
DB02709,1457
DB03035,1457
DB03127,1457
DB03924,1457
DB04216,1457
DB04395,1457
DB04462,1457
DB04719,1457
DB04720,1457
DB04721,1457
DB07715,1457
DB07802,1457
DB08338,1457
DB08340,1457
DB08345,1457
DB08353,1457
DB08354,1457
DB08360,1457
DB08362,1457
DB08473,1457
DB08660,1457
DB08846,1457
DB12010,1457
DB01593,325
DB01651,325
DB07579,325
DB07580,325
DB09130,325
DB14487,325
DB01649,28960
DB01960,28960
DB03593,28960
DB03958,28960
DB07642,28960
DB07643,28960
DB07644,28960
DB01643,1841
DB03150,1841
DB03195,1841
DB03233,1841
DB03280,1841
DB03666,1841
DB03845,1841
DB04395,1841
DB01427,5140
DB01640,5140
DB01970,5140
DB07954,5140
DB00116,471
DB00563,471
DB00642,471
DB01700,471
DB01972,471
DB02309,471
DB03442,471
DB04057,471
DB02483,683
DB02701,683
DB02930,683
DB03227,683
DB03732,683
DB01694,27087
DB03435,27087
DB01727,3417
DB03461,3417
DB14568,3417
DB01692,7083
DB02452,7083
DB01717,203
DB01812,6820
DB02789,6820
DB03309,6820
DB01864,7053
DB01972,7053
DB03152,7053
DB04315,7053
DB01873,10376
DB03010,10376
DB07574,10376
DB01754,5292
DB02010,5292
DB02656,5292
DB03366,5292
DB03650,5292
DB03777,5292
DB04216,5292
DB04395,5292
DB04522,5292
DB04530,5292
DB04715,5292
DB07151,5292
DB07242,5292
DB07524,5292
DB08022,5292
DB08166,5292
DB08230,5292
DB08705,5292
DB08707,5292
DB08708,5292
DB08709,5292
DB12010,5292
DB01863,57664
DB00513,4018
DB01254,695
DB01863,695
DB09053,695
DB11703,695
DB12010,695
DB15035,695
DB15327,695
DB00131,5144
DB00651,5144
DB01088,5144
DB01656,5144
DB01791,5144
DB01954,5144
DB01959,5144
DB02676,5144
DB02918,5144
DB03183,5144
DB03606,5144
DB03849,5144
DB04149,5144
DB04271,5144
DB04469,5144
DB05219,5144
DB05266,5144
DB05298,5144
DB06246,5144
DB06842,5144
DB07051,5144
DB07954,5144
DB08299,5144
DB01694,54210
DB01863,27071
DB01812,6036
DB02098,6036
DB02010,7535
DB12010,7535
DB02010,5294
DB02375,5294
DB02656,5294
DB04216,5294
DB04769,5294
DB05552,5294
DB06831,5294
DB06836,5294
DB07073,5294
DB07335,5294
DB07503,5294
DB08059,5294
DB08300,5294
DB11952,5294
DB12010,5294
DB02010,6850
DB06834,6850
DB07159,6850
DB07194,6850
DB08361,6850
DB08846,6850
DB12010,6850
DB01915,39
DB01992,39
DB00518,7846
DB00570,7846
DB00643,7846
DB01873,7846
DB03010,7846
DB07574,7846
DB11638,7846
DB12695,7846
DB15534,7846
DB02010,3702
DB06589,3702
DB12010,3702
DB15035,3702
DB01827,3958
DB04465,3958
DB01254,1445
DB02010,1445
DB05075,1445
DB12010,1445
DB01873,51807
DB03010,51807
DB00518,10383
DB00643,10383
DB01873,10383
DB03010,10383
DB04910,10383
DB12695,10383
DB02010,9261
DB07234,9261
DB07406,9261
DB07430,9261
DB07431,9261
DB07728,9261
DB08358,9261
DB01972,2766
DB02010,5588
DB02482,5588
DB04522,5588
DB12010,5588
DB01873,84790
DB03010,84790
DB07574,84790
DB00541,7277
DB01179,7277
DB01873,7277
DB03010,7277
DB06772,7277
DB12695,7277
DB00091,10105
DB00172,10105
DB02078,10105
DB08168,10105
DB01873,10382
DB03010,10382
DB11638,10382
DB01955,11253
DB02422,11253
DB02742,11253
DB03206,11253
DB01873,10381
DB03010,10381
DB04845,10381
DB12695,10381
DB01809,3055
DB01962,3055
DB04216,3055
DB06616,3055
DB12010,3055
DB02196,6675
DB03397,6675
DB02261,2760
DB03017,2760
DB03633,2760
DB04660,2760
DB08231,2760
DB02169,5501
DB02860,5501
DB04738,5501
DB02016,4047
DB03696,4047
DB00131,3094
DB01972,3094
DB02162,3094
DB02183,3094
DB03349,3094
DB02097,7371
DB02431,7371
DB03403,7371
DB04005,7371
DB01810,8722
DB01871,8722
DB02243,8722
DB03536,8722
DB03573,8722
DB03691,8722
DB07913,8722
DB08775,8722
DB02144,5306
DB03690,5306
DB02217,56953
DB04672,56953
DB01861,2582
DB02196,2582
DB03041,2582
DB03095,2582
DB03397,2582
DB03501,2582
DB01593,716
DB02371,716
DB09130,716
DB14487,716
DB14533,716
DB00134,10988
DB01422,10988
DB02310,10988
DB02640,10988
DB02893,10988
DB03086,10988
DB03396,10988
DB03900,10988
DB04108,10988
DB04324,10988
DB05864,10988
DB07309,10988
DB07313,10988
DB07322,10988
DB07323,10988
DB07377,10988
DB07746,10988
DB08633,10988
DB01812,9955
DB02264,9955
DB03959,9955
DB03981,9955
DB02379,10007
DB02445,10007
DB03951,10007
DB02308,5646
DB02541,5646
DB02585,5646
DB03127,5646
DB03129,5646
DB03637,5646
DB04109,5646
DB04369,5646
DB03963,7518
DB03127,5653
DB03963,22820
DB03791,7376
DB03848,7376
DB07080,7376
DB07082,7376
DB11994,7376
DB13174,7376
DB01592,55869
DB01593,55869
DB02546,55869
DB02565,55869
DB02917,55869
DB04297,55869
DB07350,55869
DB07586,55869
DB08168,55869
DB14487,55869
DB14488,55869
DB14489,55869
DB14490,55869
DB14491,55869
DB14501,55869
DB14533,55869
DB01863,3706
DB03401,3706
DB04395,3706
DB03727,7389
DB04461,7389
DB00786,4325
DB03880,4325
DB00328,5320
DB01955,5320
DB02080,5320
DB02448,5320
DB02504,5320
DB02936,5320
DB03017,5320
DB03121,5320
DB03471,5320
DB03784,5320
DB04112,5320
DB04287,5320
DB04786,5320
DB05737,5320
DB03767,1520
DB03837,1520
DB03984,1520
DB07520,1520
DB07587,1520
DB07589,1520
DB07839,1520
DB07878,1520
DB08195,1520
DB08611,1520
DB08752,1520
DB08755,1520
DB12010,1520
DB03740,27036
DB00562,771
DB00774,771
DB00819,771
DB00909,771
DB08846,771
DB03127,6768
DB13729,6768
DB02379,278
DB03092,278
DB03439,278
DB04237,278
DB01197,4048
DB02062,4048
DB02352,4048
DB03366,4048
DB03424,4048
DB06828,4048
DB06851,4048
DB06917,4048
DB07094,4048
DB07099,4048
DB07102,4048
DB07104,4048
DB07196,4048
DB07237,4048
DB07258,4048
DB07259,4048
DB07260,4048
DB07292,4048
DB08040,4048
DB08466,4048
DB11781,4048
DB01593,226
DB02512,226
DB04326,226
DB04733,226
DB08240,226
DB11638,226
DB14487,226
DB14533,226
DB03216,191
DB03273,191
DB03769,191
DB09130,191
DB02373,2272
DB04389,2272
DB01593,629
DB02459,629
DB04491,629
DB14487,629
DB03661,994
DB04315,9367
DB00277,142
DB01593,142
DB02498,142
DB02690,142
DB02701,142
DB03072,142
DB03073,142
DB03509,142
DB03722,142
DB04010,142
DB07096,142
DB07232,142
DB07330,142
DB07787,142
DB09074,142
DB11760,142
DB11793,142
DB12332,142
DB13877,142
DB14487,142
DB14533,142
DB01665,5644
DB01705,5644
DB01725,5644
DB01737,5644
DB01741,5644
DB01745,5644
DB01767,5644
DB01771,5644
DB01805,5644
DB01836,5644
DB01876,5644
DB01905,5644
DB01939,5644
DB02045,5644
DB02063,5644
DB02081,5644
DB02084,5644
DB02112,5644
DB02269,5644
DB02287,5644
DB02288,5644
DB02354,5644
DB02366,5644
DB02435,5644
DB02463,5644
DB02464,5644
DB02526,5644
DB02665,5644
DB02744,5644
DB02812,5644
DB02875,5644
DB02989,5644
DB03016,5644
DB03081,5644
DB03127,5644
DB03136,5644
DB03159,5644
DB03173,5644
DB03213,5644
DB03243,5644
DB03251,5644
DB03337,5644
DB03373,5644
DB03374,5644
DB03417,5644
DB03443,5644
DB03555,5644
DB03595,5644
DB03608,5644
DB03643,5644
DB03865,5644
DB03876,5644
DB03976,5644
DB04008,5644
DB04107,5644
DB04125,5644
DB04215,5644
DB04238,5644
DB04246,5644
DB04269,5644
DB04301,5644
DB04311,5644
DB04325,5644
DB04336,5644
DB04391,5644
DB04410,5644
DB04424,5644
DB04432,5644
DB04442,5644
DB04446,5644
DB04470,5644
DB04563,5644
DB04654,5644
DB04790,5644
DB04791,5644
DB04792,5644
DB04793,5644
DB06840,5644
DB06845,5644
DB06850,5644
DB06853,5644
DB06855,5644
DB06858,5644
DB06918,5644
DB06923,5644
DB07088,5644
DB07091,5644
DB07095,5644
DB07131,5644
DB07229,5644
DB07368,5644
DB07491,5644
DB07985,5644
DB08184,5644
DB08254,5644
DB08420,5644
DB08763,5644
DB12598,5644
DB13729,5644
DB02910,34
DB03147,34
DB03415,34
DB03486,124583
DB02910,1632
DB03127,1632
DB04069,1612
DB04395,1612
DB07444,1612
DB12010,1612
DB00132,9971
DB01586,9971
DB02509,9971
DB02545,9971
DB02659,9971
DB03619,9971
DB04348,9971
DB04557,9971
DB05990,9971
DB06777,9971
DB08220,9971
DB03227,64802
DB04099,64802
DB02942,8411
DB04367,1195
DB08691,1195
DB12010,1195
DB00143,3029
DB03889,3029
DB03384,840
DB05408,840
DB06255,840
DB02596,349565
DB03227,349565
DB04099,349565
DB03058,1675
DB04459,1675
DB04137,5911
DB04315,5911
DB04530,5268
DB03996,3832
DB04331,3832
DB06040,3832
DB07064,3832
DB08032,3832
DB08033,3832
DB08037,3832
DB08198,3832
DB08239,3832
DB08244,3832
DB08246,3832
DB08250,3832
DB03017,51228
DB03203,51228
DB03600,51228
DB04465,51228
DB01880,4282
DB02728,4282
DB07718,4282
DB07888,4282
DB08333,4282
DB08334,4282
DB08335,4282
DB08765,4282
DB12010,7048
DB03041,26229
DB03435,26229
DB02967,1178
DB02983,1178
DB00795,6916
DB01207,6916
DB03052,6916
DB02424,3326
DB02754,3326
DB03758,3326
DB05134,3326
DB06070,3326
DB07594,3326
DB07877,3326
DB08045,3326
DB08153,3326
DB08292,3326
DB08293,3326
DB08346,3326
DB08464,3326
DB08465,3326
DB09221,3326
DB02869,1515
DB04451,1515
DB02482,1022
DB03496,1022
DB05969,1022
DB06195,1022
DB03147,2639
DB03245,2639
DB03448,6038
DB03434,10578
DB02379,53343
DB04352,53343
DB03685,3669
DB02659,2172
DB02691,2172
DB04348,2172
DB02153,7001
DB04048,7001
DB09130,7001
DB01169,7296
DB02338,7296
DB03147,7296
DB03566,7296
DB04106,7296
DB05428,7296
DB05448,7296
DB00193,6326
DB00252,6326
DB00818,6326
DB00909,6326
DB05232,6326
DB13520,6326
DB13908,6326
DB00252,6328
DB00909,6328
DB05232,6328
DB06218,6328
DB00281,6329
DB00818,6329
DB00909,6329
DB01195,6329
DB13154,6329
DB00252,6334
DB05232,6334
DB02315,5138
DB06246,5138
DB07954,5138
DB08811,5138
DB00197,2104
DB00255,2104
DB00675,2104
DB02659,2104
DB04468,2104
DB06884,2104
DB06902,2104
DB06973,2104
DB07485,2104
DB13952,2104
DB13953,2104
DB13954,2104
DB13955,2104
DB13956,2104
DB00118,1312
DB00323,1312
DB00494,1312
DB02105,1312
DB02342,1312
DB03336,1312
DB03907,1312
DB04820,1312
DB07462,1312
DB08049,1312
DB11632,1312
DB00184,1588
DB00357,1588
DB00655,1588
DB00894,1588
DB00990,1588
DB01006,1588
DB01217,1588
DB02342,1588
DB03467,1588
DB04539,1588
DB01593,715
DB14487,715
DB14533,715
DB01593,713
DB14487,713
DB14533,713
DB01593,714
DB09130,714
DB14487,714
DB14533,714
DB02621,58
DB02772,58
DB03021,58
DB03616,58
DB03850,58
DB03903,58
DB04151,58
DB04395,58
DB04629,58
DB04774,58
DB04775,58
DB04783,58
DB08080,58
DB05943,3561
DB09130,7123
DB09130,3856
DB01065,811
DB09130,811
DB11093,811
DB11348,811
DB14481,811
DB05961,5104
DB05943,1439
DB00126,5264
DB00522,3249
DB03297,3249
DB03643,3249
DB03865,3249
DB00398,2260
DB02058,2260
DB07525,2260
DB07840,2260
DB08577,2260
DB08896,2260
DB08901,2260
DB09078,2260
DB09079,2260
DB12010,2260
DB12147,2260
DB15102,2260
DB15685,2260
DB06589,2261
DB08901,2261
DB09078,2261
DB09079,2261
DB12010,2261
DB12147,2261
DB15102,2261
DB15685,2261
DB03661,1514
DB07477,1514
DB12010,1514
DB00091,5535
DB11693,5535
DB11093,6678
DB11348,6678
DB14481,6678
DB01684,5550
DB03382,5550
DB03535,5550
DB03864,5550
DB07148,5550
DB08738,5550
DB08739,5550
DB00114,11212
DB00172,11212
DB00114,5834
DB03496,5834
DB00114,1644
DB00190,1644
DB00968,1644
DB12783,1644
DB00114,56267
DB00114,339896
DB00114,85007
DB00160,85007
DB00114,84706
DB00142,84706
DB00160,84706
DB00780,84706
DB00114,55034
DB00114,113675
DB00114,51091
DB00114,55304
DB00115,25974
DB00200,25974
DB00115,4524
DB00116,4524
DB00116,123263
DB00122,5338
DB14006,5338
DB00122,590
DB00382,590
DB00449,590
DB00545,590
DB00674,590
DB00677,590
DB00733,590
DB00772,590
DB00843,590
DB00941,590
DB00944,590
DB00989,590
DB01010,590
DB01057,590
DB01221,590
DB01226,590
DB02811,590
DB02845,590
DB03568,590
DB03672,590
DB03814,590
DB03822,590
DB04250,590
DB04892,590
DB07681,590
DB07940,590
DB08200,590
DB08201,590
DB08658,590
DB11397,590
DB14006,590
DB00122,5337
DB14006,5337
DB00122,162466
DB00143,2939
DB00608,2939
DB00126,5352
